filename,width,height,class,xmin,ymin,xmax,ymax
2529.jpg,332,133,no_comercial,0,46,90,107
2529.jpg,332,133,no_comercial,204,58,295,111
2530.jpg,332,133,no_comercial,0,25,331,103
2531.jpg,332,133,no_comercial,1,45,331,114
2532.jpg,332,133,no_comercial,0,37,55,98
2532.jpg,332,133,comercial,60,52,112,102
2532.jpg,332,133,no_comercial,115,52,200,101
2532.jpg,332,133,no_comercial,203,45,303,97
2532.jpg,332,133,comercial,289,52,331,97
2533.jpg,332,133,comercial,75,53,213,122
2533.jpg,332,133,no_comercial,219,64,323,124
2533.jpg,332,133,no_comercial,0,24,56,97
2535.jpg,332,133,comercial,0,34,73,72
2535.jpg,332,133,comercial,99,29,211,83
2535.jpg,332,133,comercial,206,48,331,93
2537.jpg,332,133,comercial,186,49,246,91
2537.jpg,332,133,comercial,220,61,258,93
2537.jpg,332,133,comercial,259,42,321,88
2537.jpg,332,133,no_comercial,84,40,179,95
2537.jpg,332,133,no_comercial,0,37,79,102
2539.jpg,332,133,no_comercial,0,51,331,120
2542.jpg,332,133,comercial,8,37,61,78
2542.jpg,332,133,no_comercial,73,35,197,100
2542.jpg,332,133,no_comercial,222,46,331,93
2545.jpg,332,133,comercial,0,35,59,83
2545.jpg,332,133,comercial,52,43,118,80
2545.jpg,332,133,comercial,120,38,214,89
2545.jpg,332,133,no_comercial,268,58,331,104
2548.jpg,332,133,no_comercial,0,26,247,90
2548.jpg,332,133,no_comercial,230,57,256,76
2548.jpg,332,133,no_comercial,249,55,319,82
2549.jpg,332,133,no_comercial,0,28,39,102
2549.jpg,332,133,no_comercial,29,35,84,96
2549.jpg,332,133,no_comercial,80,33,142,90
2549.jpg,332,133,no_comercial,137,32,197,89
2549.jpg,332,133,no_comercial,190,37,288,93
2550.jpg,332,133,no_comercial,0,18,112,98
2550.jpg,332,133,no_comercial,116,14,185,91
2550.jpg,332,133,no_comercial,176,17,241,83
2550.jpg,332,133,no_comercial,236,24,288,88
2550.jpg,332,133,no_comercial,272,14,331,96
2551.jpg,332,133,comercial,192,57,236,81
2551.jpg,332,133,comercial,255,62,281,78
2551.jpg,332,133,comercial,277,61,308,81
2551.jpg,332,133,comercial,235,59,255,80
2551.jpg,332,133,no_comercial,0,47,155,92
2552.jpg,332,133,no_comercial,77,59,170,78
2552.jpg,332,133,comercial,170,62,181,76
2552.jpg,332,133,no_comercial,181,61,207,74
2552.jpg,332,133,comercial,206,63,220,77
2552.jpg,332,133,comercial,219,63,236,76
2552.jpg,332,133,comercial,306,61,331,78
2552.jpg,332,133,comercial,242,62,257,76
2552.jpg,332,133,comercial,258,62,283,78
2555.jpg,332,133,no_comercial,0,48,331,115
2556.jpg,332,133,no_comercial,138,60,190,98
2556.jpg,332,133,no_comercial,184,45,238,102
2556.jpg,332,133,no_comercial,230,45,286,98
2556.jpg,332,133,no_comercial,88,58,144,103
2556.jpg,332,133,no_comercial,59,57,94,94
2556.jpg,332,133,no_comercial,0,56,47,94
2558.jpg,332,133,comercial,34,47,118,89
2558.jpg,332,133,comercial,0,55,41,98
2558.jpg,332,133,comercial,120,44,206,91
2558.jpg,332,133,comercial,204,20,255,100
2558.jpg,332,133,comercial,241,18,280,92
2558.jpg,332,133,comercial,270,18,331,92
2561.jpg,332,133,comercial,0,39,41,100
2561.jpg,332,133,no_comercial,31,55,99,101
2561.jpg,332,133,comercial,94,56,129,99
2561.jpg,332,133,no_comercial,126,57,204,99
2561.jpg,332,133,no_comercial,197,50,237,95
2561.jpg,332,133,no_comercial,233,57,261,96
2561.jpg,332,133,comercial,257,64,278,101
2561.jpg,332,133,comercial,265,55,313,101
2562.jpg,332,133,no_comercial,0,50,331,99
2563.jpg,332,133,no_comercial,0,46,331,103
2565.jpg,332,133,no_comercial,0,36,82,118
2565.jpg,332,133,no_comercial,75,20,265,123
2567.jpg,332,133,no_comercial,0,28,331,124
2568.jpg,332,133,no_comercial,0,27,331,115
2569.jpg,332,133,no_comercial,0,26,49,91
2569.jpg,332,133,comercial,73,55,134,97
2569.jpg,332,133,no_comercial,150,40,234,93
2569.jpg,332,133,no_comercial,228,40,290,90
2569.jpg,332,133,no_comercial,286,58,331,108
2570.jpg,332,133,no_comercial,0,35,43,87
2570.jpg,332,133,no_comercial,38,41,107,92
2570.jpg,332,133,no_comercial,120,44,165,85
2570.jpg,332,133,comercial,164,35,222,99
2570.jpg,332,133,no_comercial,235,50,317,100
2572.jpg,332,133,comercial,0,44,27,89
2572.jpg,332,133,comercial,37,58,78,92
2572.jpg,332,133,comercial,69,58,98,89
2572.jpg,332,133,comercial,94,47,169,88
2572.jpg,332,133,comercial,168,49,200,82
2572.jpg,332,133,comercial,200,49,236,87
2572.jpg,332,133,comercial,236,51,253,83
2572.jpg,332,133,comercial,254,58,266,81
2572.jpg,332,133,comercial,265,53,276,81
2572.jpg,332,133,comercial,272,57,298,82
2572.jpg,332,133,comercial,285,47,331,80
2573.jpg,332,133,no_comercial,0,35,331,115
2574.jpg,332,133,no_comercial,0,30,331,103
2576.jpg,332,133,no_comercial,0,37,95,92
2576.jpg,332,133,comercial,153,21,233,90
2576.jpg,332,133,comercial,247,47,331,98
2577.jpg,332,133,no_comercial,0,39,141,105
2577.jpg,332,133,no_comercial,157,33,331,103
2579.jpg,332,133,no_comercial,0,21,331,112
2580.jpg,332,133,no_comercial,0,33,331,112
2581.jpg,332,133,no_comercial,0,29,331,130
2582.jpg,332,133,no_comercial,0,36,259,96
2582.jpg,332,133,comercial,283,27,331,63
2583.jpg,332,133,no_comercial,0,34,114,78
2583.jpg,332,133,no_comercial,123,35,270,106
2584.jpg,332,133,no_comercial,0,33,331,107
2586.jpg,332,133,no_comercial,0,34,331,112
2588.jpg,332,133,no_comercial,0,29,331,106
2589.jpg,332,133,comercial,0,30,53,75
2589.jpg,332,133,comercial,47,53,96,83
2589.jpg,332,133,comercial,101,52,150,87
2589.jpg,332,133,comercial,148,60,167,71
2589.jpg,332,133,comercial,201,53,237,76
2589.jpg,332,133,comercial,231,58,302,83
2589.jpg,332,133,comercial,275,60,321,84
2593.jpg,332,133,no_comercial,0,40,104,91
2593.jpg,332,133,no_comercial,102,28,226,102
2593.jpg,332,133,comercial,290,31,331,110
2595.jpg,332,133,no_comercial,0,23,331,109
2596.jpg,332,133,no_comercial,0,30,331,103
2599.jpg,332,133,no_comercial,16,26,108,96
2599.jpg,332,133,no_comercial,94,43,183,92
2599.jpg,332,133,no_comercial,181,28,260,108
2599.jpg,332,133,no_comercial,256,37,331,106
2600.jpg,332,133,no_comercial,0,33,331,104
2601.jpg,332,133,no_comercial,0,44,99,115
2601.jpg,332,133,no_comercial,88,39,161,114
2601.jpg,332,133,no_comercial,152,60,221,114
2601.jpg,332,133,no_comercial,207,54,265,108
2602.jpg,332,133,no_comercial,0,31,100,100
2602.jpg,332,133,no_comercial,110,41,186,105
2602.jpg,332,133,no_comercial,182,25,277,102
2604.jpg,332,133,no_comercial,0,46,154,93
2604.jpg,332,133,no_comercial,153,41,210,93
2604.jpg,332,133,no_comercial,227,37,331,92
2606.jpg,332,133,no_comercial,0,38,331,100
2608.jpg,332,133,no_comercial,0,41,331,115
2611.jpg,332,133,no_comercial,0,41,87,84
2611.jpg,332,133,no_comercial,89,29,171,96
2611.jpg,332,133,no_comercial,163,36,226,90
2611.jpg,332,133,no_comercial,220,40,331,95
2612.jpg,332,133,no_comercial,0,45,141,87
2612.jpg,332,133,comercial,144,59,177,80
2612.jpg,332,133,comercial,182,56,206,80
2612.jpg,332,133,comercial,210,56,245,81
2612.jpg,332,133,no_comercial,251,57,331,93
2613.jpg,332,133,no_comercial,0,46,331,123
2614.jpg,332,133,comercial,277,75,331,99
2614.jpg,332,133,no_comercial,208,61,271,102
2614.jpg,332,133,no_comercial,146,54,207,88
2614.jpg,332,133,no_comercial,105,58,158,99
2614.jpg,332,133,no_comercial,0,47,109,96
2615.jpg,332,133,no_comercial,2,54,331,109
2616.jpg,332,133,no_comercial,0,57,331,112
2617.jpg,332,133,no_comercial,18,50,114,92
2617.jpg,332,133,comercial,121,54,163,90
2617.jpg,332,133,no_comercial,161,60,250,96
2617.jpg,332,133,comercial,256,36,315,87
2618.jpg,332,133,no_comercial,0,43,78,93
2618.jpg,332,133,no_comercial,108,37,187,85
2618.jpg,332,133,comercial,195,50,269,85
2620.jpg,332,133,no_comercial,0,44,331,110
2622.jpg,332,133,comercial,0,34,331,97
2625.jpg,332,133,comercial,0,37,55,87
2625.jpg,332,133,comercial,193,57,274,104
2625.jpg,332,133,no_comercial,63,47,170,103
2625.jpg,332,133,no_comercial,280,37,331,74
2626.jpg,332,133,comercial,94,21,284,91
2626.jpg,332,133,no_comercial,0,35,88,96
2628.jpg,332,133,no_comercial,34,43,331,106
2629.jpg,332,133,no_comercial,134,40,196,99
2629.jpg,332,133,no_comercial,210,40,331,102
2629.jpg,332,133,comercial,0,65,104,132
2632.jpg,332,133,no_comercial,0,28,331,99
2633.jpg,332,133,no_comercial,0,31,331,101
2634.jpg,332,133,no_comercial,0,27,61,88
2634.jpg,332,133,no_comercial,48,45,88,90
2634.jpg,332,133,no_comercial,86,55,128,89
2634.jpg,332,133,no_comercial,128,70,171,91
2634.jpg,332,133,comercial,167,71,196,92
2634.jpg,332,133,comercial,241,69,269,90
2636.jpg,332,133,comercial,40,74,127,117
2636.jpg,332,133,no_comercial,105,61,188,105
2636.jpg,332,133,no_comercial,176,54,258,100
2637.jpg,332,133,no_comercial,0,13,145,99
2637.jpg,332,133,no_comercial,144,29,245,97
2637.jpg,332,133,no_comercial,242,42,331,97
2639.jpg,332,133,no_comercial,0,39,60,103
2639.jpg,332,133,no_comercial,67,47,117,103
2639.jpg,332,133,no_comercial,118,51,198,103
2639.jpg,332,133,no_comercial,184,46,269,97
2639.jpg,332,133,no_comercial,264,44,331,102
2641.jpg,332,133,no_comercial,0,38,126,80
2641.jpg,332,133,comercial,136,54,197,94
2641.jpg,332,133,no_comercial,200,52,331,108
2643.jpg,332,133,no_comercial,0,39,101,84
2643.jpg,332,133,no_comercial,147,38,331,87
2646.jpg,332,133,no_comercial,4,23,104,78
2646.jpg,332,133,no_comercial,128,38,209,85
2646.jpg,332,133,no_comercial,201,41,290,77
2647.jpg,332,133,no_comercial,0,31,331,116
2648.jpg,332,133,no_comercial,0,35,331,124
2649.jpg,332,133,comercial,242,30,331,110
2649.jpg,332,133,comercial,175,49,240,109
2649.jpg,332,133,comercial,119,53,176,94
2649.jpg,332,133,comercial,80,50,115,83
2649.jpg,332,133,comercial,0,49,27,74
2650.jpg,332,133,no_comercial,136,41,331,117
2650.jpg,332,133,comercial,62,64,95,81
2650.jpg,332,133,comercial,87,64,106,76
2650.jpg,332,133,comercial,0,64,71,93
2651.jpg,332,133,no_comercial,0,32,330,109
2653.jpg,332,133,no_comercial,0,50,331,106
2654.jpg,332,133,no_comercial,0,42,159,95
2654.jpg,332,133,comercial,168,57,210,96
2654.jpg,332,133,comercial,201,56,242,95
2654.jpg,332,133,no_comercial,250,53,331,116
2656.jpg,332,133,comercial,183,50,243,85
2656.jpg,332,133,no_comercial,9,56,151,114
2657.jpg,332,133,no_comercial,0,43,331,125
2659.jpg,332,133,comercial,0,38,102,95
2659.jpg,332,133,no_comercial,98,52,146,93
2659.jpg,332,133,no_comercial,152,49,331,114
2661.jpg,332,133,comercial,92,61,134,97
2661.jpg,332,133,no_comercial,139,70,179,97
2661.jpg,332,133,comercial,183,70,217,92
2661.jpg,332,133,no_comercial,0,52,73,97
2661.jpg,332,133,no_comercial,221,55,284,101
2661.jpg,332,133,no_comercial,279,55,331,105
2664.jpg,332,133,no_comercial,0,38,331,109
2665.jpg,332,133,no_comercial,0,50,331,109
2666.jpg,332,133,no_comercial,0,47,331,121
2667.jpg,332,133,no_comercial,0,45,331,117
2668.jpg,332,133,no_comercial,0,55,36,89
2668.jpg,332,133,comercial,40,56,82,99
2668.jpg,332,133,comercial,176,51,248,105
2668.jpg,332,133,comercial,254,52,306,85
2668.jpg,332,133,comercial,288,57,331,81
2668.jpg,332,133,no_comercial,79,59,166,96
2669.jpg,332,133,no_comercial,1,74,50,93
2669.jpg,332,133,comercial,59,73,93,88
2669.jpg,332,133,comercial,155,76,189,91
2669.jpg,332,133,no_comercial,196,67,279,93
2671.jpg,332,133,no_comercial,0,46,331,119
2673.jpg,332,133,comercial,0,43,73,97
2673.jpg,332,133,no_comercial,74,60,125,101
2673.jpg,332,133,no_comercial,123,46,174,107
2673.jpg,332,133,no_comercial,166,57,258,115
2673.jpg,332,133,no_comercial,225,45,331,112
2674.jpg,332,133,no_comercial,0,35,48,96
2674.jpg,332,133,no_comercial,34,35,75,86
2674.jpg,332,133,no_comercial,55,21,114,88
2674.jpg,332,133,no_comercial,97,32,158,90
2674.jpg,332,133,no_comercial,137,20,205,92
2674.jpg,332,133,no_comercial,183,32,247,85
2674.jpg,332,133,no_comercial,231,50,268,79
2674.jpg,332,133,no_comercial,260,30,331,83
2677.jpg,332,133,no_comercial,0,43,51,91
2677.jpg,332,133,comercial,62,59,73,69
2677.jpg,332,133,no_comercial,82,57,128,75
2677.jpg,332,133,no_comercial,126,49,194,72
2677.jpg,332,133,no_comercial,208,45,306,83
2678.jpg,332,133,no_comercial,0,41,331,113
2680.jpg,332,133,no_comercial,0,42,331,117
2681.jpg,332,133,comercial,0,46,78,92
2681.jpg,332,133,comercial,75,59,111,85
2681.jpg,332,133,no_comercial,103,48,130,82
2681.jpg,332,133,no_comercial,135,44,154,80
2681.jpg,332,133,no_comercial,190,52,331,109
2682.jpg,332,133,no_comercial,0,36,331,100
2683.jpg,332,133,comercial,27,30,247,117
2683.jpg,332,133,comercial,258,43,331,101
2685.jpg,332,133,no_comercial,0,26,331,104
2687.jpg,332,133,comercial,265,45,331,95
2687.jpg,332,133,no_comercial,195,44,266,94
2687.jpg,332,133,no_comercial,0,36,195,108
2692.jpg,332,133,no_comercial,0,41,59,88
2692.jpg,332,133,no_comercial,52,55,110,89
2692.jpg,332,133,no_comercial,106,52,166,95
2692.jpg,332,133,no_comercial,164,55,216,92
2692.jpg,332,133,comercial,211,58,245,93
2692.jpg,332,133,no_comercial,249,56,277,88
2692.jpg,332,133,no_comercial,283,54,331,88
2693.jpg,332,133,no_comercial,0,36,331,87
2694.jpg,332,133,no_comercial,0,44,331,104
2695.jpg,332,133,comercial,29,61,96,99
2695.jpg,332,133,comercial,135,61,169,104
2695.jpg,332,133,no_comercial,165,68,226,101
2695.jpg,332,133,no_comercial,218,60,259,100
2695.jpg,332,133,no_comercial,91,65,140,106
2698.jpg,332,133,no_comercial,89,40,206,86
2698.jpg,332,133,no_comercial,225,50,308,95
2701.jpg,332,133,no_comercial,0,31,331,104
2702.jpg,332,133,comercial,35,57,115,103
2702.jpg,332,133,no_comercial,108,54,177,97
2702.jpg,332,133,no_comercial,171,51,242,99
2702.jpg,332,133,comercial,237,59,281,95
2702.jpg,332,133,no_comercial,279,52,331,96
2703.jpg,332,133,no_comercial,0,52,331,117
2704.jpg,332,133,no_comercial,0,46,331,112
2705.jpg,332,133,no_comercial,0,48,331,113
2707.jpg,332,133,no_comercial,0,43,52,87
2707.jpg,332,133,comercial,48,60,121,91
2707.jpg,332,133,no_comercial,122,51,196,90
2707.jpg,332,133,no_comercial,194,47,331,97
2708.jpg,332,133,comercial,69,53,124,94
2708.jpg,332,133,no_comercial,117,57,179,95
2708.jpg,332,133,no_comercial,181,47,265,99
2708.jpg,332,133,no_comercial,0,34,76,103
2709.jpg,332,133,no_comercial,0,37,331,108
2716.jpg,332,133,no_comercial,0,43,37,86
2716.jpg,332,133,no_comercial,42,39,331,120
2717.jpg,332,133,no_comercial,0,41,89,110
2717.jpg,332,133,no_comercial,72,30,130,96
2717.jpg,332,133,no_comercial,117,35,225,110
2717.jpg,332,133,no_comercial,204,31,315,104
2720.jpg,332,133,no_comercial,0,42,331,116
2721.jpg,332,133,no_comercial,0,38,331,107
2723.jpg,332,133,no_comercial,0,40,65,79
2723.jpg,332,133,comercial,75,47,331,112
2724.jpg,332,133,no_comercial,0,49,331,112
2725.jpg,332,133,no_comercial,56,41,122,78
2725.jpg,332,133,no_comercial,118,33,144,79
2725.jpg,332,133,no_comercial,131,34,204,88
2725.jpg,332,133,no_comercial,200,47,331,104
2726.jpg,332,133,no_comercial,208,42,331,100
2726.jpg,332,133,no_comercial,113,45,215,100
2726.jpg,332,133,no_comercial,41,40,118,89
2729.jpg,332,133,no_comercial,0,37,89,87
2729.jpg,332,133,comercial,90,61,126,92
2729.jpg,332,133,no_comercial,139,46,215,111
2729.jpg,332,133,no_comercial,207,48,276,110
2729.jpg,332,133,comercial,282,40,331,93
2732.jpg,332,133,no_comercial,0,44,331,101
2733.jpg,332,133,no_comercial,0,34,331,90
2734.jpg,332,133,comercial,166,27,224,96
2734.jpg,332,133,no_comercial,0,36,111,95
2736.jpg,332,133,no_comercial,0,41,331,116
2737.jpg,332,133,no_comercial,0,36,45,109
2737.jpg,332,133,no_comercial,8,24,109,113
2737.jpg,332,133,no_comercial,95,36,155,113
2737.jpg,332,133,comercial,186,55,265,109
2737.jpg,332,133,comercial,252,56,326,105
2739.jpg,332,133,no_comercial,0,30,197,91
2739.jpg,332,133,comercial,210,62,228,74
2739.jpg,332,133,no_comercial,235,40,331,82
2740.jpg,332,133,no_comercial,0,40,34,77
2740.jpg,332,133,no_comercial,118,34,218,85
2740.jpg,332,133,no_comercial,222,40,331,105
2741.jpg,332,133,no_comercial,0,37,331,110
2742.jpg,332,133,no_comercial,0,53,331,105
2743.jpg,332,133,comercial,27,59,67,84
2743.jpg,332,133,no_comercial,72,50,122,89
2743.jpg,332,133,no_comercial,123,42,174,91
2743.jpg,332,133,no_comercial,171,52,220,97
2743.jpg,332,133,no_comercial,207,39,249,89
2743.jpg,332,133,no_comercial,232,40,285,89
2744.jpg,332,133,comercial,0,38,50,85
2744.jpg,332,133,no_comercial,85,48,144,102
2744.jpg,332,133,no_comercial,136,44,182,91
2744.jpg,332,133,no_comercial,171,47,210,87
2744.jpg,332,133,no_comercial,211,45,264,88
2744.jpg,332,133,comercial,262,56,319,91
2748.jpg,332,133,no_comercial,0,30,331,103
2749.jpg,332,133,comercial,3,17,146,95
2749.jpg,332,133,no_comercial,163,29,331,116
2750.jpg,332,133,comercial,288,54,307,68
2750.jpg,332,133,comercial,244,57,257,68
2750.jpg,332,133,comercial,225,56,238,70
2750.jpg,332,133,comercial,205,61,217,70
2750.jpg,332,133,comercial,164,61,175,68
2750.jpg,332,133,comercial,120,55,151,70
2750.jpg,332,133,no_comercial,0,44,95,93
2751.jpg,332,133,comercial,201,59,260,78
2751.jpg,332,133,comercial,261,49,322,87
2751.jpg,332,133,comercial,189,63,217,80
2751.jpg,332,133,comercial,119,63,157,84
2751.jpg,332,133,no_comercial,81,57,114,87
2751.jpg,332,133,no_comercial,14,48,80,93
2752.jpg,332,133,comercial,30,42,93,82
2752.jpg,332,133,no_comercial,168,50,245,99
2752.jpg,332,133,no_comercial,254,58,324,98
2757.jpg,332,133,no_comercial,179,48,258,119
2757.jpg,332,133,no_comercial,104,40,183,119
2757.jpg,332,133,no_comercial,0,41,52,105
2761.jpg,332,133,no_comercial,0,29,280,111
2761.jpg,332,133,comercial,280,53,331,96
2763.jpg,332,133,no_comercial,0,34,331,105
2764.jpg,332,133,no_comercial,0,47,331,112
2765.jpg,332,133,no_comercial,9,39,118,91
2765.jpg,332,133,no_comercial,176,53,258,92
2765.jpg,332,133,no_comercial,258,51,331,97
2766.jpg,332,133,comercial,111,56,189,86
2766.jpg,332,133,no_comercial,189,53,331,92
2766.jpg,332,133,no_comercial,0,41,111,95
2767.jpg,332,133,no_comercial,186,44,331,110
2767.jpg,332,133,no_comercial,106,56,180,100
2767.jpg,332,133,no_comercial,0,56,63,100
2769.jpg,332,133,no_comercial,48,41,147,110
2769.jpg,332,133,no_comercial,143,41,249,108
2769.jpg,332,133,no_comercial,246,48,331,124
2770.jpg,332,133,comercial,192,56,248,102
2770.jpg,332,133,no_comercial,126,59,193,103
2770.jpg,332,133,no_comercial,272,43,331,102
2770.jpg,332,133,no_comercial,0,52,138,113
2771.jpg,332,133,comercial,175,48,210,86
2771.jpg,332,133,comercial,204,62,237,81
2771.jpg,332,133,comercial,98,54,141,82
2771.jpg,332,133,comercial,8,45,88,89
2771.jpg,332,133,no_comercial,240,55,331,92
2774.jpg,332,133,comercial,8,53,61,98
2774.jpg,332,133,no_comercial,53,49,114,96
2774.jpg,332,133,no_comercial,83,15,249,86
2774.jpg,332,133,no_comercial,252,38,331,95
2775.jpg,332,133,no_comercial,0,39,238,119
2775.jpg,332,133,comercial,288,41,331,119
2778.jpg,332,133,comercial,159,50,263,89
2778.jpg,332,133,no_comercial,0,43,153,104
2778.jpg,332,133,no_comercial,264,55,331,103
2780.jpg,332,133,no_comercial,154,61,257,111
2780.jpg,332,133,no_comercial,254,61,331,117
2780.jpg,332,133,no_comercial,54,50,160,100
2781.jpg,332,133,no_comercial,0,41,331,115
2782.jpg,332,133,no_comercial,0,49,331,111
2783.jpg,332,133,comercial,97,43,140,93
2783.jpg,332,133,comercial,138,33,182,85
2783.jpg,332,133,comercial,182,33,227,81
2783.jpg,332,133,comercial,225,36,259,87
2783.jpg,332,133,comercial,313,47,331,71
2783.jpg,332,133,comercial,0,49,62,86
2783.jpg,332,133,comercial,54,53,76,83
2783.jpg,332,133,comercial,69,56,102,80
2784.jpg,332,133,comercial,141,51,203,79
2784.jpg,332,133,comercial,201,52,266,77
2784.jpg,332,133,comercial,98,53,141,85
2784.jpg,332,133,comercial,43,53,68,88
2784.jpg,332,133,comercial,25,56,47,85
2784.jpg,332,133,comercial,4,52,32,87
2784.jpg,332,133,comercial,0,12,329,91
2785.jpg,332,133,no_comercial,0,41,331,118
2786.jpg,332,133,no_comercial,0,42,331,121
2789.jpg,332,133,comercial,29,54,96,94
2789.jpg,332,133,no_comercial,108,37,164,68
2789.jpg,332,133,comercial,197,49,272,105
2789.jpg,332,133,comercial,264,34,331,100
2790.jpg,332,133,no_comercial,0,53,331,108
2791.jpg,332,133,no_comercial,149,49,231,112
2791.jpg,332,133,no_comercial,75,46,150,108
2791.jpg,332,133,no_comercial,0,44,81,97
2791.jpg,332,133,no_comercial,224,60,311,113
2792.jpg,332,133,no_comercial,256,44,331,97
2792.jpg,332,133,no_comercial,182,46,268,99
2792.jpg,332,133,no_comercial,95,50,196,105
2792.jpg,332,133,no_comercial,19,50,103,106
2794.jpg,332,133,no_comercial,219,49,331,117
2794.jpg,332,133,no_comercial,98,54,202,114
2794.jpg,332,133,no_comercial,11,50,114,117
2795.jpg,332,133,comercial,103,38,163,85
2795.jpg,332,133,comercial,163,56,210,82
2795.jpg,332,133,comercial,252,59,290,87
2795.jpg,332,133,comercial,3,56,60,86
2795.jpg,332,133,no_comercial,207,64,256,86
2796.jpg,332,133,no_comercial,175,58,242,82
2796.jpg,332,133,no_comercial,243,53,331,86
2796.jpg,332,133,comercial,162,61,177,81
2796.jpg,332,133,comercial,138,63,162,77
2796.jpg,332,133,comercial,127,66,141,79
2796.jpg,332,133,comercial,114,62,130,81
2796.jpg,332,133,no_comercial,72,61,105,81
2796.jpg,332,133,no_comercial,0,58,67,89
2799.jpg,332,133,no_comercial,0,32,331,111
2801.jpg,332,133,comercial,88,56,156,99
2801.jpg,332,133,no_comercial,198,63,292,111
2801.jpg,332,133,comercial,0,51,35,100
2801.jpg,332,133,no_comercial,22,46,104,108
2802.jpg,332,133,no_comercial,213,58,268,99
2802.jpg,332,133,no_comercial,183,60,214,99
2802.jpg,332,133,comercial,147,63,194,99
2802.jpg,332,133,no_comercial,275,58,331,94
2802.jpg,332,133,no_comercial,77,58,136,99
2802.jpg,332,133,no_comercial,0,54,72,98
2803.jpg,332,133,comercial,124,57,150,75
2803.jpg,332,133,comercial,187,54,213,73
2803.jpg,332,133,comercial,212,57,237,76
2803.jpg,332,133,comercial,93,55,122,74
2803.jpg,332,133,comercial,67,56,92,75
2803.jpg,332,133,comercial,38,51,68,84
2803.jpg,332,133,no_comercial,236,61,331,95
2804.jpg,332,133,comercial,184,64,195,74
2804.jpg,332,133,comercial,196,65,211,73
2804.jpg,332,133,comercial,66,63,97,77
2804.jpg,332,133,comercial,55,60,71,77
2804.jpg,332,133,no_comercial,141,60,166,77
2804.jpg,332,133,comercial,277,66,302,77
2804.jpg,332,133,no_comercial,0,49,50,81
2805.jpg,332,133,no_comercial,119,55,185,89
2805.jpg,332,133,no_comercial,214,56,331,104
2805.jpg,332,133,no_comercial,0,42,115,97
2806.jpg,332,133,comercial,124,57,154,88
2806.jpg,332,133,no_comercial,176,59,217,88
2806.jpg,332,133,no_comercial,218,46,256,84
2806.jpg,332,133,no_comercial,0,37,110,93
2806.jpg,332,133,comercial,314,61,331,74
2809.jpg,332,133,no_comercial,0,39,331,99
2810.jpg,332,133,no_comercial,0,44,91,85
2810.jpg,332,133,no_comercial,81,57,127,82
2810.jpg,332,133,no_comercial,127,53,185,89
2810.jpg,332,133,no_comercial,167,49,213,88
2810.jpg,332,133,no_comercial,208,40,331,88
2811.jpg,332,133,comercial,10,40,133,90
2811.jpg,332,133,no_comercial,134,53,331,105
2812.jpg,332,133,no_comercial,89,42,331,92
2813.jpg,332,133,no_comercial,0,48,189,101
2813.jpg,332,133,no_comercial,189,32,231,83
2813.jpg,332,133,no_comercial,214,42,319,93
2814.jpg,332,133,no_comercial,166,40,243,94
2814.jpg,332,133,no_comercial,240,34,313,98
2814.jpg,332,133,no_comercial,108,37,179,92
2814.jpg,332,133,no_comercial,39,29,121,93
2815.jpg,332,133,no_comercial,0,35,331,122
2816.jpg,332,133,no_comercial,0,40,35,100
2816.jpg,332,133,comercial,31,64,104,101
2816.jpg,332,133,no_comercial,112,55,331,88
2817.jpg,332,133,no_comercial,0,49,331,121
2819.jpg,332,133,no_comercial,0,46,331,105
2820.jpg,332,133,no_comercial,0,46,331,96
2821.jpg,332,133,comercial,0,25,86,112
2821.jpg,332,133,comercial,85,47,154,105
2821.jpg,332,133,no_comercial,188,46,331,125
2822.jpg,332,133,no_comercial,174,55,330,121
2822.jpg,332,133,no_comercial,100,45,182,89
2822.jpg,332,133,no_comercial,0,39,94,96
2823.jpg,332,133,no_comercial,0,29,331,117
2826.jpg,332,133,comercial,86,62,116,84
2826.jpg,332,133,comercial,116,63,136,80
2826.jpg,332,133,comercial,132,62,152,80
2826.jpg,332,133,comercial,154,61,171,81
2826.jpg,332,133,comercial,169,60,187,82
2826.jpg,332,133,comercial,185,61,224,84
2826.jpg,332,133,comercial,223,58,250,82
2826.jpg,332,133,comercial,239,62,258,83
2826.jpg,332,133,comercial,263,60,304,82
2826.jpg,332,133,no_comercial,0,44,76,84
2827.jpg,332,133,no_comercial,0,38,81,117
2827.jpg,332,133,no_comercial,93,47,190,111
2827.jpg,332,133,no_comercial,199,55,331,104
2830.jpg,332,133,comercial,67,60,111,90
2830.jpg,332,133,no_comercial,125,58,237,98
2830.jpg,332,133,no_comercial,236,56,331,107
2830.jpg,332,133,no_comercial,0,46,67,93
2831.jpg,332,133,comercial,238,68,317,116
2831.jpg,332,133,no_comercial,145,68,247,110
2831.jpg,332,133,no_comercial,60,56,149,110
2831.jpg,332,133,no_comercial,0,72,60,110
2832.jpg,332,133,comercial,41,38,156,104
2832.jpg,332,133,no_comercial,183,49,256,109
2832.jpg,332,133,no_comercial,250,60,331,111
2832.jpg,332,133,no_comercial,0,49,44,99
2832.jpg,332,133,comercial,38,56,86,97
2834.jpg,332,133,no_comercial,169,48,331,104
2834.jpg,332,133,no_comercial,116,58,164,85
2834.jpg,332,133,no_comercial,2,57,108,110
2837.jpg,332,133,no_comercial,236,53,329,91
